PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11
32641,E02004153,1,2,2
32642,E02004153,1,2,2
32643,E02004153,1,2,2
32644,E02004153,1,2,2
32645,E02004153,1,2,2
32646,E02004153,1,2,2
32647,E02004153,1,2,2
32648,E02004153,1,2,2
32649,E02004153,1,2,2
32650,E02004153,1,2,2
32651,E02004153,1,2,2
32652,E02004153,1,2,2
32653,E02004153,1,2,2
32654,E02004153,1,2,2
32655,E02004153,1,2,2
32656,E02004153,1,2,2
32657,E02004153,1,2,2
32658,E02004153,1,2,2
32659,E02004153,1,2,2
32660,E02004153,1,2,2
32661,E02004153,1,2,2
32662,E02004153,1,2,2
32663,E02004153,1,2,2
32664,E02004153,1,2,2
32665,E02004153,1,2,2
32666,E02004153,1,2,2
32667,E02004153,1,2,2
32668,E02004153,1,2,2
32669,E02004153,1,2,2
32670,E02004153,1,2,2
32671,E02004153,1,2,2
32672,E02004153,1,2,2
32673,E02004153,1,2,2
32674,E02004153,1,2,2
32675,E02004153,1,2,2
32676,E02004153,1,2,2
32677,E02004153,1,2,2
32678,E02004153,1,2,2
32679,E02004153,1,2,2
32680,E02004153,1,2,2
32681,E02004153,1,2,2
32682,E02004153,1,2,2
32683,E02004153,1,2,2
32684,E02004153,1,2,2
32685,E02004153,1,2,2
32686,E02004153,1,2,5
32687,E02004153,1,2,5
32688,E02004153,1,2,5
32689,E02004153,1,2,5
32690,E02004153,1,2,5
32691,E02004153,1,2,9
32692,E02004153,1,2,12
32693,E02004153,1,3,2
32694,E02004153,1,3,2
32695,E02004153,1,3,2
32696,E02004153,1,3,2
32697,E02004153,1,3,2
32698,E02004153,1,3,2
32699,E02004153,1,3,2
32700,E02004153,1,3,2
32701,E02004153,1,3,2
32702,E02004153,1,3,2
32703,E02004153,1,3,2
32704,E02004153,1,3,2
32705,E02004153,1,3,2
32706,E02004153,1,3,2
32707,E02004153,1,3,2
32708,E02004153,1,3,2
32709,E02004153,1,3,2
32710,E02004153,1,3,2
32711,E02004153,1,3,2
32712,E02004153,1,3,2
32713,E02004153,1,3,2
32714,E02004153,1,3,2
32715,E02004153,1,3,2
32716,E02004153,1,3,2
32717,E02004153,1,3,2
32718,E02004153,1,3,2
32719,E02004153,1,3,2
32720,E02004153,1,3,2
32721,E02004153,1,3,2
32722,E02004153,1,3,2
32723,E02004153,1,3,2
32724,E02004153,1,3,2
32725,E02004153,1,3,2
32726,E02004153,1,3,2
32727,E02004153,1,3,2
32728,E02004153,1,3,2
32729,E02004153,1,3,2
32730,E02004153,1,3,2
32731,E02004153,1,3,2
32732,E02004153,1,3,2
32733,E02004153,1,3,2
32734,E02004153,1,3,2
32735,E02004153,1,3,2
32736,E02004153,1,3,2
32737,E02004153,1,3,2
32738,E02004153,1,3,2
32739,E02004153,1,3,2
32740,E02004153,1,3,2
32741,E02004153,1,3,2
32742,E02004153,1,3,2
32743,E02004153,1,3,2
32744,E02004153,1,3,2
32745,E02004153,1,3,2
32746,E02004153,1,3,3
32747,E02004153,1,3,5
32748,E02004153,1,3,5
32749,E02004153,1,3,5
32750,E02004153,1,3,7
32751,E02004153,1,3,12
32752,E02004153,1,4,2
32753,E02004153,1,4,2
32754,E02004153,1,4,2
32755,E02004153,1,4,2
32756,E02004153,1,4,2
32757,E02004153,1,4,2
32758,E02004153,1,4,2
32759,E02004153,1,4,2
32760,E02004153,1,4,2
32761,E02004153,1,4,2
32762,E02004153,1,4,2
32763,E02004153,1,4,2
32764,E02004153,1,4,2
32765,E02004153,1,4,2
32766,E02004153,1,4,2
32767,E02004153,1,4,2
32768,E02004153,1,4,2
32769,E02004153,1,4,2
32770,E02004153,1,4,2
32771,E02004153,1,4,2
32772,E02004153,1,4,2
32773,E02004153,1,4,2
32774,E02004153,1,4,2
32775,E02004153,1,4,2
32776,E02004153,1,4,2
32777,E02004153,1,4,2
32778,E02004153,1,4,2
32779,E02004153,1,4,2
32780,E02004153,1,4,2
32781,E02004153,1,4,2
32782,E02004153,1,4,2
32783,E02004153,1,4,2
32784,E02004153,1,4,2
32785,E02004153,1,4,2
32786,E02004153,1,4,2
32787,E02004153,1,4,2
32788,E02004153,1,4,2
32789,E02004153,1,4,2
32790,E02004153,1,4,2
32791,E02004153,1,4,2
32792,E02004153,1,4,2
32793,E02004153,1,4,2
32794,E02004153,1,4,2
32795,E02004153,1,4,2
32796,E02004153,1,4,2
32797,E02004153,1,4,2
32798,E02004153,1,4,2
32799,E02004153,1,4,2
32800,E02004153,1,4,2
32801,E02004153,1,4,2
32802,E02004153,1,4,2
32803,E02004153,1,4,2
32804,E02004153,1,4,2
32805,E02004153,1,4,5
32806,E02004153,1,4,5
32807,E02004153,1,4,16
32808,E02004153,1,4,19
32809,E02004153,1,5,2
32810,E02004153,1,5,2
32811,E02004153,1,5,2
32812,E02004153,1,5,2
32813,E02004153,1,5,2
32814,E02004153,1,5,2
32815,E02004153,1,5,2
32816,E02004153,1,5,2
32817,E02004153,1,5,2
32818,E02004153,1,5,2
32819,E02004153,1,5,2
32820,E02004153,1,5,2
32821,E02004153,1,5,2
32822,E02004153,1,5,2
32823,E02004153,1,5,2
32824,E02004153,1,5,2
32825,E02004153,1,5,2
32826,E02004153,1,5,2
32827,E02004153,1,5,2
32828,E02004153,1,5,2
32829,E02004153,1,5,2
32830,E02004153,1,5,2
32831,E02004153,1,5,2
32832,E02004153,1,5,2
32833,E02004153,1,5,2
32834,E02004153,1,5,2
32835,E02004153,1,5,2
32836,E02004153,1,5,2
32837,E02004153,1,5,2
32838,E02004153,1,5,2
32839,E02004153,1,5,2
32840,E02004153,1,5,2
32841,E02004153,1,5,2
32842,E02004153,1,5,2
32843,E02004153,1,5,2
32844,E02004153,1,5,2
32845,E02004153,1,5,2
32846,E02004153,1,5,2
32847,E02004153,1,5,2
32848,E02004153,1,5,2
32849,E02004153,1,5,2
32850,E02004153,1,5,2
32851,E02004153,1,5,2
32852,E02004153,1,5,2
32853,E02004153,1,5,5
32854,E02004153,1,5,5
32855,E02004153,1,5,10
32856,E02004153,1,5,18
32857,E02004153,1,6,2
32858,E02004153,1,6,2
32859,E02004153,1,6,2
32860,E02004153,1,6,2
32861,E02004153,1,6,2
32862,E02004153,1,6,2
32863,E02004153,1,6,2
32864,E02004153,1,6,2
32865,E02004153,1,6,2
32866,E02004153,1,6,2
32867,E02004153,1,6,2
32868,E02004153,1,6,2
32869,E02004153,1,6,2
32870,E02004153,1,6,2
32871,E02004153,1,6,2
32872,E02004153,1,6,2
32873,E02004153,1,6,2
32874,E02004153,1,6,2
32875,E02004153,1,6,2
32876,E02004153,1,6,2
32877,E02004153,1,6,2
32878,E02004153,1,6,2
32879,E02004153,1,6,2
32880,E02004153,1,6,2
32881,E02004153,1,6,2
32882,E02004153,1,6,2
32883,E02004153,1,6,2
32884,E02004153,1,6,2
32885,E02004153,1,6,2
32886,E02004153,1,6,2
32887,E02004153,1,6,2
32888,E02004153,1,6,2
32889,E02004153,1,6,2
32890,E02004153,1,6,2
32891,E02004153,1,6,2
32892,E02004153,1,6,2
32893,E02004153,1,6,2
32894,E02004153,1,6,2
32895,E02004153,1,6,2
32896,E02004153,1,6,2
32897,E02004153,1,6,2
32898,E02004153,1,6,2
32899,E02004153,1,6,2
32900,E02004153,1,6,2
32901,E02004153,1,6,2
32902,E02004153,1,6,2
32903,E02004153,1,6,2
32904,E02004153,1,6,2
32905,E02004153,1,6,2
32906,E02004153,1,6,2
32907,E02004153,1,6,2
32908,E02004153,1,6,2
32909,E02004153,1,6,2
32910,E02004153,1,6,2
32911,E02004153,1,6,2
32912,E02004153,1,6,2
32913,E02004153,1,6,5
32914,E02004153,1,6,5
32915,E02004153,1,6,5
32916,E02004153,1,6,7
32917,E02004153,1,7,2
32918,E02004153,1,7,2
32919,E02004153,1,7,2
32920,E02004153,1,7,2
32921,E02004153,1,7,2
32922,E02004153,1,7,2
32923,E02004153,1,7,2
32924,E02004153,1,7,2
32925,E02004153,1,7,2
32926,E02004153,1,7,2
32927,E02004153,1,7,2
32928,E02004153,1,7,2
32929,E02004153,1,7,2
32930,E02004153,1,7,2
32931,E02004153,1,7,2
32932,E02004153,1,7,2
32933,E02004153,1,7,2
32934,E02004153,1,7,2
32935,E02004153,1,7,2
32936,E02004153,1,7,2
32937,E02004153,1,7,2
32938,E02004153,1,7,2
32939,E02004153,1,7,2
32940,E02004153,1,7,2
32941,E02004153,1,7,2
32942,E02004153,1,7,2
32943,E02004153,1,7,2
32944,E02004153,1,7,2
32945,E02004153,1,7,2
32946,E02004153,1,7,2
32947,E02004153,1,7,2
32948,E02004153,1,7,2
32949,E02004153,1,7,2
32950,E02004153,1,7,2
32951,E02004153,1,7,2
32952,E02004153,1,7,2
32953,E02004153,1,7,2
32954,E02004153,1,7,4
32955,E02004153,1,7,5
32956,E02004153,1,7,5
32957,E02004153,1,7,15
32958,E02004153,1,8,2
32959,E02004153,1,8,2
32960,E02004153,1,8,2
32961,E02004153,1,8,2
32962,E02004153,1,8,2
32963,E02004153,1,8,2
32964,E02004153,1,8,2
32965,E02004153,1,8,2
32966,E02004153,1,8,2
32967,E02004153,1,8,2
32968,E02004153,1,8,2
32969,E02004153,1,8,2
32970,E02004153,1,8,2
32971,E02004153,1,8,2
32972,E02004153,1,8,2
32973,E02004153,1,8,2
32974,E02004153,1,8,2
32975,E02004153,1,8,2
32976,E02004153,1,8,2
32977,E02004153,1,8,2
32978,E02004153,1,8,2
32979,E02004153,1,8,2
32980,E02004153,1,8,2
32981,E02004153,1,8,2
32982,E02004153,1,8,2
32983,E02004153,1,8,2
32984,E02004153,1,8,2
32985,E02004153,1,8,2
32986,E02004153,1,8,2
32987,E02004153,1,8,2
32988,E02004153,1,8,2
32989,E02004153,1,8,2
32990,E02004153,1,8,2
32991,E02004153,1,8,2
32992,E02004153,1,8,2
32993,E02004153,1,8,2
32994,E02004153,1,8,2
32995,E02004153,1,8,2
32996,E02004153,1,8,2
32997,E02004153,1,8,2
32998,E02004153,1,8,22
32999,E02004153,1,8,23
33000,E02004153,1,9,2
33001,E02004153,1,9,2
33002,E02004153,1,9,2
33003,E02004153,1,9,2
33004,E02004153,1,9,2
33005,E02004153,1,9,2
33006,E02004153,1,9,2
33007,E02004153,1,9,2
33008,E02004153,1,9,2
33009,E02004153,1,9,2
33010,E02004153,1,9,2
33011,E02004153,1,9,2
33012,E02004153,1,9,2
33013,E02004153,1,9,2
33014,E02004153,1,9,2
33015,E02004153,1,9,2
33016,E02004153,1,9,2
33017,E02004153,1,9,2
33018,E02004153,1,9,2
33019,E02004153,1,9,2
33020,E02004153,1,9,2
33021,E02004153,1,9,2
33022,E02004153,1,9,2
33023,E02004153,1,9,2
33024,E02004153,1,9,2
33025,E02004153,1,9,2
33026,E02004153,1,9,2
33027,E02004153,1,9,2
33028,E02004153,1,9,2
33029,E02004153,1,9,2
33030,E02004153,1,9,2
33031,E02004153,1,9,2
33032,E02004153,1,9,2
33033,E02004153,1,9,2
33034,E02004153,1,9,2
33035,E02004153,1,9,2
33036,E02004153,1,9,2
33037,E02004153,1,9,2
33038,E02004153,1,9,2
33039,E02004153,1,9,2
33040,E02004153,1,9,2
33041,E02004153,1,9,2
33042,E02004153,1,9,2
33043,E02004153,1,9,2
33044,E02004153,1,9,2
33045,E02004153,1,9,2
33046,E02004153,1,9,2
33047,E02004153,1,9,2
33048,E02004153,1,9,2
33049,E02004153,1,9,2
33050,E02004153,1,9,2
33051,E02004153,1,9,2
33052,E02004153,1,9,3
33053,E02004153,1,9,7
33054,E02004153,1,9,15
33055,E02004153,1,10,2
33056,E02004153,1,10,2
33057,E02004153,1,10,2
33058,E02004153,1,10,2
33059,E02004153,1,10,2
33060,E02004153,1,10,2
33061,E02004153,1,10,2
33062,E02004153,1,10,2
33063,E02004153,1,10,2
33064,E02004153,1,10,2
33065,E02004153,1,10,2
33066,E02004153,1,10,2
33067,E02004153,1,10,2
33068,E02004153,1,10,2
33069,E02004153,1,10,2
33070,E02004153,1,10,2
33071,E02004153,1,10,2
33072,E02004153,1,10,2
33073,E02004153,1,10,2
33074,E02004153,1,10,2
33075,E02004153,1,10,2
33076,E02004153,1,10,2
33077,E02004153,1,10,2
33078,E02004153,1,10,2
33079,E02004153,1,10,2
33080,E02004153,1,10,2
33081,E02004153,1,10,2
33082,E02004153,1,10,2
33083,E02004153,1,10,2
33084,E02004153,1,10,2
33085,E02004153,1,10,2
33086,E02004153,1,10,2
33087,E02004153,1,10,2
33088,E02004153,1,10,2
33089,E02004153,1,10,2
33090,E02004153,1,10,2
33091,E02004153,1,10,2
33092,E02004153,1,10,5
33093,E02004153,1,10,5
33094,E02004153,1,10,22
33095,E02004153,1,11,2
33096,E02004153,1,11,2
33097,E02004153,1,11,2
33098,E02004153,1,11,2
33099,E02004153,1,11,2
33100,E02004153,1,11,2
33101,E02004153,1,11,2
33102,E02004153,1,11,2
33103,E02004153,1,11,2
33104,E02004153,1,11,2
33105,E02004153,1,11,2
33106,E02004153,1,11,2
33107,E02004153,1,11,2
33108,E02004153,1,11,2
33109,E02004153,1,11,2
33110,E02004153,1,11,2
33111,E02004153,1,11,2
33112,E02004153,1,11,2
33113,E02004153,1,11,2
33114,E02004153,1,11,2
33115,E02004153,1,11,2
33116,E02004153,1,11,2
33117,E02004153,1,11,2
33118,E02004153,1,11,2
33119,E02004153,1,11,2
33120,E02004153,1,11,2
33121,E02004153,1,11,2
33122,E02004153,1,11,2
33123,E02004153,1,11,2
33124,E02004153,1,11,2
33125,E02004153,1,11,2
33126,E02004153,1,11,2
33127,E02004153,1,11,2
33128,E02004153,1,11,2
33129,E02004153,1,11,2
33130,E02004153,1,11,2
33131,E02004153,1,11,2
33132,E02004153,1,11,2
33133,E02004153,1,11,2
33134,E02004153,1,11,2
33135,E02004153,1,11,2
33136,E02004153,1,11,2
33137,E02004153,1,11,2
33138,E02004153,1,11,2
33139,E02004153,1,11,2
33140,E02004153,1,11,5
33141,E02004153,1,11,8
33142,E02004153,1,11,15
33143,E02004153,1,11,15
33144,E02004153,1,11,15
33145,E02004153,1,12,2
33146,E02004153,1,12,2
33147,E02004153,1,12,2
33148,E02004153,1,12,2
33149,E02004153,1,12,2
33150,E02004153,1,12,2
33151,E02004153,1,12,2
33152,E02004153,1,12,2
33153,E02004153,1,12,2
33154,E02004153,1,12,2
33155,E02004153,1,12,2
33156,E02004153,1,12,2
33157,E02004153,1,12,2
33158,E02004153,1,12,2
33159,E02004153,1,12,2
33160,E02004153,1,12,2
33161,E02004153,1,12,2
33162,E02004153,1,12,2
33163,E02004153,1,12,2
33164,E02004153,1,12,2
33165,E02004153,1,12,2
33166,E02004153,1,12,2
33167,E02004153,1,12,2
33168,E02004153,1,12,2
33169,E02004153,1,12,2
33170,E02004153,1,12,2
33171,E02004153,1,12,2
33172,E02004153,1,12,2
33173,E02004153,1,12,2
33174,E02004153,1,12,2
33175,E02004153,1,12,2
33176,E02004153,1,12,2
33177,E02004153,1,12,2
33178,E02004153,1,12,2
33179,E02004153,1,12,2
33180,E02004153,1,12,2
33181,E02004153,1,12,2
33182,E02004153,1,12,2
33183,E02004153,1,12,5
33184,E02004153,1,12,7
33185,E02004153,1,12,9
33186,E02004153,1,12,15
33187,E02004153,1,13,2
33188,E02004153,1,13,2
33189,E02004153,1,13,2
33190,E02004153,1,13,2
33191,E02004153,1,13,2
33192,E02004153,1,13,2
33193,E02004153,1,13,2
33194,E02004153,1,13,2
33195,E02004153,1,13,2
33196,E02004153,1,13,2
33197,E02004153,1,13,2
33198,E02004153,1,13,2
33199,E02004153,1,13,2
33200,E02004153,1,13,2
33201,E02004153,1,13,2
33202,E02004153,1,13,2
33203,E02004153,1,13,2
33204,E02004153,1,13,2
33205,E02004153,1,13,2
33206,E02004153,1,13,2
33207,E02004153,1,13,2
33208,E02004153,1,13,2
33209,E02004153,1,13,2
33210,E02004153,1,13,2
33211,E02004153,1,13,2
33212,E02004153,1,13,2
33213,E02004153,1,13,2
33214,E02004153,1,13,2
33215,E02004153,1,13,2
33216,E02004153,1,13,2
33217,E02004153,1,13,2
33218,E02004153,1,13,2
33219,E02004153,1,13,2
33220,E02004153,1,13,2
33221,E02004153,1,13,2
33222,E02004153,1,13,2
33223,E02004153,1,13,2
33224,E02004153,1,13,2
33225,E02004153,1,13,2
33226,E02004153,1,13,4
33227,E02004153,1,13,5
33228,E02004153,1,13,5
33229,E02004153,1,13,22
33230,E02004153,1,14,2
33231,E02004153,1,14,2
33232,E02004153,1,14,2
33233,E02004153,1,14,2
33234,E02004153,1,14,2
33235,E02004153,1,14,2
33236,E02004153,1,14,2
33237,E02004153,1,14,2
33238,E02004153,1,14,2
33239,E02004153,1,14,2
33240,E02004153,1,14,2
33241,E02004153,1,14,2
33242,E02004153,1,14,2
33243,E02004153,1,14,2
33244,E02004153,1,14,2
33245,E02004153,1,14,2
33246,E02004153,1,14,2
33247,E02004153,1,14,2
33248,E02004153,1,14,2
33249,E02004153,1,14,2
33250,E02004153,1,14,2
33251,E02004153,1,14,2
33252,E02004153,1,14,2
33253,E02004153,1,14,2
33254,E02004153,1,14,2
33255,E02004153,1,14,2
33256,E02004153,1,14,2
33257,E02004153,1,14,2
33258,E02004153,1,14,2
33259,E02004153,1,14,2
33260,E02004153,1,14,2
33261,E02004153,1,14,2
33262,E02004153,1,14,2
33263,E02004153,1,14,2
33264,E02004153,1,14,2
33265,E02004153,1,14,5
33266,E02004153,1,14,5
33267,E02004153,1,14,10
33268,E02004153,1,15,2
33269,E02004153,1,15,2
33270,E02004153,1,15,2
33271,E02004153,1,15,2
33272,E02004153,1,15,2
33273,E02004153,1,15,2
33274,E02004153,1,15,2
33275,E02004153,1,15,2
33276,E02004153,1,15,2
33277,E02004153,1,15,2
33278,E02004153,1,15,2
33279,E02004153,1,15,2
33280,E02004153,1,15,2
33281,E02004153,1,15,2
33282,E02004153,1,15,2
33283,E02004153,1,15,2
33284,E02004153,1,15,2
33285,E02004153,1,15,2
33286,E02004153,1,15,2
33287,E02004153,1,15,2
33288,E02004153,1,15,2
33289,E02004153,1,15,2
33290,E02004153,1,15,2
33291,E02004153,1,15,2
33292,E02004153,1,15,2
33293,E02004153,1,15,2
33294,E02004153,1,15,2
33295,E02004153,1,15,2
33296,E02004153,1,15,2
33297,E02004153,1,15,2
33298,E02004153,1,15,2
33299,E02004153,1,15,2
33300,E02004153,1,15,2
33301,E02004153,1,15,2
33302,E02004153,1,15,2
33303,E02004153,1,15,2
33304,E02004153,1,15,2
33305,E02004153,1,15,5
33306,E02004153,1,15,5
33307,E02004153,1,15,10
33308,E02004153,1,16,2
33309,E02004153,1,16,2
33310,E02004153,1,16,2
33311,E02004153,1,16,2
33312,E02004153,1,16,2
33313,E02004153,1,16,2
33314,E02004153,1,16,2
33315,E02004153,1,16,2
33316,E02004153,1,16,2
33317,E02004153,1,16,2
33318,E02004153,1,16,2
33319,E02004153,1,16,2
33320,E02004153,1,16,2
33321,E02004153,1,16,2
33322,E02004153,1,16,2
33323,E02004153,1,16,2
33324,E02004153,1,16,2
33325,E02004153,1,16,2
33326,E02004153,1,16,2
33327,E02004153,1,16,2
33328,E02004153,1,16,2
33329,E02004153,1,16,2
33330,E02004153,1,16,2
33331,E02004153,1,16,2
33332,E02004153,1,16,2
33333,E02004153,1,16,2
33334,E02004153,1,16,2
33335,E02004153,1,16,2
33336,E02004153,1,16,2
33337,E02004153,1,16,2
33338,E02004153,1,16,2
33339,E02004153,1,16,2
33340,E02004153,1,16,2
33341,E02004153,1,16,2
33342,E02004153,1,16,2
33343,E02004153,1,16,2
33344,E02004153,1,16,2
33345,E02004153,1,16,2
33346,E02004153,1,16,2
33347,E02004153,1,16,2
33348,E02004153,1,16,2
33349,E02004153,1,16,2
33350,E02004153,1,16,3
33351,E02004153,1,16,5
33352,E02004153,1,16,5
33353,E02004153,1,16,7
33354,E02004153,1,16,9
33355,E02004153,1,17,2
33356,E02004153,1,17,2
33357,E02004153,1,17,2
33358,E02004153,1,17,2
33359,E02004153,1,17,2
33360,E02004153,1,17,2
33361,E02004153,1,17,2
33362,E02004153,1,17,2
33363,E02004153,1,17,2
33364,E02004153,1,17,2
33365,E02004153,1,17,2
33366,E02004153,1,17,2
33367,E02004153,1,17,2
33368,E02004153,1,17,2
33369,E02004153,1,17,2
33370,E02004153,1,17,2
33371,E02004153,1,17,2
33372,E02004153,1,17,2
33373,E02004153,1,17,2
33374,E02004153,1,17,2
33375,E02004153,1,17,2
33376,E02004153,1,17,2
33377,E02004153,1,17,2
33378,E02004153,1,17,2
33379,E02004153,1,17,2
33380,E02004153,1,17,2
33381,E02004153,1,17,2
33382,E02004153,1,17,2
33383,E02004153,1,17,2
33384,E02004153,1,17,2
33385,E02004153,1,17,2
33386,E02004153,1,17,2
33387,E02004153,1,17,2
33388,E02004153,1,17,2
33389,E02004153,1,17,2
33390,E02004153,1,17,2
33391,E02004153,1,17,2
33392,E02004153,1,17,2
33393,E02004153,1,17,2
33394,E02004153,1,17,2
33395,E02004153,1,17,2
33396,E02004153,1,17,16
33397,E02004153,1,17,16
33398,E02004153,1,18,2
33399,E02004153,1,18,2
33400,E02004153,1,18,2
33401,E02004153,1,18,2
33402,E02004153,1,18,2
33403,E02004153,1,18,2
33404,E02004153,1,18,2
33405,E02004153,1,18,2
33406,E02004153,1,18,2
33407,E02004153,1,18,2
33408,E02004153,1,18,2
33409,E02004153,1,18,2
33410,E02004153,1,18,2
33411,E02004153,1,18,2
33412,E02004153,1,18,2
33413,E02004153,1,18,2
33414,E02004153,1,18,2
33415,E02004153,1,18,2
33416,E02004153,1,18,2
33417,E02004153,1,18,2
33418,E02004153,1,18,2
33419,E02004153,1,18,2
33420,E02004153,1,18,2
33421,E02004153,1,18,2
33422,E02004153,1,18,2
33423,E02004153,1,18,2
33424,E02004153,1,18,2
33425,E02004153,1,18,2
33426,E02004153,1,18,2
33427,E02004153,1,18,2
33428,E02004153,1,18,2
33429,E02004153,1,18,2
33430,E02004153,1,18,2
33431,E02004153,1,18,2
33432,E02004153,1,18,2
33433,E02004153,1,18,2
33434,E02004153,1,18,2
33435,E02004153,1,18,2
33436,E02004153,1,18,3
33437,E02004153,1,18,5
33438,E02004153,1,18,5
33439,E02004153,1,19,2
33440,E02004153,1,19,2
33441,E02004153,1,19,2
33442,E02004153,1,19,2
33443,E02004153,1,19,2
33444,E02004153,1,19,2
33445,E02004153,1,19,2
33446,E02004153,1,19,2
33447,E02004153,1,19,2
33448,E02004153,1,19,2
33449,E02004153,1,19,2
33450,E02004153,1,19,2
33451,E02004153,1,19,2
33452,E02004153,1,19,2
33453,E02004153,1,19,2
33454,E02004153,1,19,2
33455,E02004153,1,19,2
33456,E02004153,1,19,2
33457,E02004153,1,19,2
33458,E02004153,1,19,2
33459,E02004153,1,19,2
33460,E02004153,1,19,2
33461,E02004153,1,19,2
33462,E02004153,1,19,2
33463,E02004153,1,19,2
33464,E02004153,1,19,2
33465,E02004153,1,19,2
33466,E02004153,1,19,5
33467,E02004153,1,19,10
33468,E02004153,1,19,15
33469,E02004153,1,19,18
33470,E02004153,1,20,2
33471,E02004153,1,20,2
33472,E02004153,1,20,2
33473,E02004153,1,20,2
33474,E02004153,1,20,2
33475,E02004153,1,20,2
33476,E02004153,1,20,2
33477,E02004153,1,20,2
33478,E02004153,1,20,2
33479,E02004153,1,20,2
33480,E02004153,1,20,2
33481,E02004153,1,20,2
33482,E02004153,1,20,2
33483,E02004153,1,20,2
33484,E02004153,1,20,2
33485,E02004153,1,20,2
33486,E02004153,1,20,2
33487,E02004153,1,20,2
33488,E02004153,1,20,2
33489,E02004153,1,20,2
33490,E02004153,1,20,2
33491,E02004153,1,20,2
33492,E02004153,1,20,2
33493,E02004153,1,20,2
33494,E02004153,1,20,2
33495,E02004153,1,20,2
33496,E02004153,1,20,2
33497,E02004153,1,20,2
33498,E02004153,1,20,2
33499,E02004153,1,20,2
33500,E02004153,1,20,2
33501,E02004153,1,20,2
33502,E02004153,1,20,2
33503,E02004153,1,20,5
33504,E02004153,1,20,5
33505,E02004153,1,20,7
33506,E02004153,1,20,15
33507,E02004153,1,20,23
33508,E02004153,1,21,2
33509,E02004153,1,21,2
33510,E02004153,1,21,2
33511,E02004153,1,21,2
33512,E02004153,1,21,2
33513,E02004153,1,21,2
33514,E02004153,1,21,2
33515,E02004153,1,21,2
33516,E02004153,1,21,2
33517,E02004153,1,21,2
33518,E02004153,1,21,2
33519,E02004153,1,21,2
33520,E02004153,1,21,2
33521,E02004153,1,21,2
33522,E02004153,1,21,2
33523,E02004153,1,21,2
33524,E02004153,1,21,2
33525,E02004153,1,21,2
33526,E02004153,1,21,2
33527,E02004153,1,21,2
33528,E02004153,1,21,2
33529,E02004153,1,21,2
33530,E02004153,1,21,2
33531,E02004153,1,21,2
33532,E02004153,1,21,2
33533,E02004153,1,21,2
33534,E02004153,1,21,2
33535,E02004153,1,21,2
33536,E02004153,1,21,2
33537,E02004153,1,21,2
33538,E02004153,1,21,2
33539,E02004153,1,21,2
33540,E02004153,1,21,2
33541,E02004153,1,21,2
33542,E02004153,1,21,2
33543,E02004153,1,21,2
33544,E02004153,1,21,2
33545,E02004153,1,21,2
33546,E02004153,1,21,2
33547,E02004153,1,21,5
33548,E02004153,1,21,18
33549,E02004153,1,22,2
33550,E02004153,1,22,2
33551,E02004153,1,22,2
33552,E02004153,1,22,2
33553,E02004153,1,22,2
33554,E02004153,1,22,2
33555,E02004153,1,22,2
33556,E02004153,1,22,2
33557,E02004153,1,22,2
33558,E02004153,1,22,2
33559,E02004153,1,22,2
33560,E02004153,1,22,2
33561,E02004153,1,22,2
33562,E02004153,1,22,2
33563,E02004153,1,22,2
33564,E02004153,1,22,2
33565,E02004153,1,22,2
33566,E02004153,1,22,2
33567,E02004153,1,22,2
33568,E02004153,1,22,2
33569,E02004153,1,22,2
33570,E02004153,1,22,2
33571,E02004153,1,22,2
33572,E02004153,1,22,2
33573,E02004153,1,22,2
33574,E02004153,1,22,2
33575,E02004153,1,22,2
33576,E02004153,1,22,2
33577,E02004153,1,22,2
33578,E02004153,1,22,2
33579,E02004153,1,22,2
33580,E02004153,1,22,2
33581,E02004153,1,22,2
33582,E02004153,1,22,2
33583,E02004153,1,22,2
33584,E02004153,1,22,2
33585,E02004153,1,22,2
33586,E02004153,1,22,2
33587,E02004153,1,22,2
33588,E02004153,1,22,2
33589,E02004153,1,22,2
33590,E02004153,1,22,2
33591,E02004153,1,22,2
33592,E02004153,1,22,2
33593,E02004153,1,22,3
33594,E02004153,1,22,12
33595,E02004153,1,22,16
33596,E02004153,1,23,2
33597,E02004153,1,23,2
33598,E02004153,1,23,2
33599,E02004153,1,23,2
33600,E02004153,1,23,2
33601,E02004153,1,23,2
33602,E02004153,1,23,2
33603,E02004153,1,23,2
33604,E02004153,1,23,2
33605,E02004153,1,23,2
33606,E02004153,1,23,2
33607,E02004153,1,23,2
33608,E02004153,1,23,2
33609,E02004153,1,23,2
33610,E02004153,1,23,2
33611,E02004153,1,23,2
33612,E02004153,1,23,2
33613,E02004153,1,23,2
33614,E02004153,1,23,2
33615,E02004153,1,23,2
33616,E02004153,1,23,2
33617,E02004153,1,23,2
33618,E02004153,1,23,2
33619,E02004153,1,23,2
33620,E02004153,1,23,2
33621,E02004153,1,23,2
33622,E02004153,1,23,2
33623,E02004153,1,23,2
33624,E02004153,1,23,2
33625,E02004153,1,23,2
33626,E02004153,1,23,2
33627,E02004153,1,23,2
33628,E02004153,1,23,2
33629,E02004153,1,23,2
33630,E02004153,1,23,2
33631,E02004153,1,23,2
33632,E02004153,1,23,2
33633,E02004153,1,23,2
33634,E02004153,1,23,2
33635,E02004153,1,23,2
33636,E02004153,1,23,2
